monitoring_period,monitoring_start_year,area,area_code,survey_effort_km,survey_segments,survey_days,mean_beaufort,sighting_count_all,off_effort_sightings,fishing_boat_assoc,on_effort_sightings,on_dolphin_count,on_mean_herd_size,encounter_rate_per_100_km,dolphin_rate_per_100_km,hzmb_construction,hzmb_post_open,rs3_reclamation,mp_brothers,mp_sw_lantau,mp_south_lantau,any_reclamation,any_marine_park,annual_abundance,abundance_low_reliability,temperature,salinity,dissolved_oxygen_mg_l,turbidity,suspended_solids,chlorophyll_a,ammonia_nitrogen,total_inorganic_nitrogen
2013-14,2013,SW LANTAU,SWL,692.43,107,22,2.383177570093458,66.0,18.0,4.0,48.0,130.0,2.7083333333333335,6.932108660803259,18.77446095634216,0,0,0,0,0,0,0,0,11.0,False,23.477777777777774,29.674999999999997,6.597222222222222,3.836111111111111,4.208333333333333,4.066666666666666,0.0313611111111111,0.2616666666666666
2013-14,2013,W LANTAU,WL,687.79,135,43,2.511111111111111,180.0,39.0,9.0,141.0,469.0,3.326241134751773,20.500443449308655,68.18941828174297,0,0,0,0,0,0,0,0,23.0,False,23.612820512820512,24.82179487179487,6.089743589743589,5.6551282051282055,7.314102564102564,4.134615384615385,0.1242692307692307,0.7482051282051282
2014-15,2014,DEEP BAY,DB,296.71,74,16,2.72972972972973,8.0,0.0,0.0,8.0,41.0,5.125,2.6962353813487923,13.818206329412558,0,0,0,0,0,0,0,0,,,24.49,19.88,5.193333333333333,14.74,21.65666666666667,5.9399999999999995,0.7764833333333333,1.8065
2014-15,2014,LAMMA,LM,576.17,37,8,2.1621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2014-15,2014,NE LANTAU,NEL,465.92,72,19,2.4166666666666665,2.0,1.0,0.0,1.0,3.0,3.0,0.2146291208791208,0.6438873626373626,1,0,0,0,0,0,1,0,1.0,False,23.756666666666668,31.065,5.4383333333333335,3.1783333333333337,4.196666666666667,3.2983333333333333,0.1038666666666666,0.2968333333333333
2014-15,2014,NINEPINS,NP,250.36,26,7,2.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2014-15,2014,NW LANTAU,NWL,831.6,124,29,2.7419354838709675,27.0,4.0,0.0,23.0,67.0,2.9130434782608696,2.7657527657527656,8.056758056758056,0,0,0,0,0,0,0,0,24.0,False,24.294871794871796,25.657692307692308,5.916666666666667,4.21025641025641,4.8730769230769235,2.7346153846153847,0.0937820512820512,0.6974358974358974
2014-15,2014,PO TOI,PT,320.71,22,5,2.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2014-15,2014,SE LANTAU,SEL,554.13,86,22,2.2093023255813953,3.0,2.0,1.0,1.0,1.0,1.0,0.1804630682330861,0.1804630682330861,0,0,0,0,0,0,0,0,,,,,,,,,,
2014-15,2014,SAI KUNG,SK,98.8,7,2,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2014-15,2014,SW LANTAU,SWL,689.34,126,30,2.4285714285714284,71.0,34.0,5.0,37.0,159.0,4.297297297297297,5.367452925987176,23.06554095221516,0,0,0,0,0,0,0,0,26.0,False,24.413888888888888,29.591666666666665,6.769444444444444,3.1305555555555555,4.205555555555556,5.324999999999999,0.0646388888888888,0.2838888888888889
2014-15,2014,W LANTAU,WL,542.1,109,39,2.5871559633027523,147.0,27.0,6.0,120.0,529.0,4.408333333333333,22.13613724405091,97.5834716841911,0,0,0,0,0,0,0,0,36.0,False,24.294871794871796,25.657692307692308,5.916666666666667,4.21025641025641,4.8730769230769235,2.7346153846153847,0.0937820512820512,0.6974358974358974
2015-16,2015,DEEP BAY,DB,313.2,68,16,2.735294117647059,2.0,0.0,0.0,2.0,4.0,2.0,0.6385696040868455,1.277139208173691,0,0,0,0,0,0,0,0,,,24.923333333333336,17.921666666666667,5.275,10.626666666666669,15.463333333333331,6.781666666666666,0.64725,1.8658333333333337
2015-16,2015,LAMMA,LM,588.4,38,7,1.9210526315789471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2015-16,2015,NE LANTAU,NEL,494.98,69,18,2.217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0.0,True,23.855,30.058333333333337,6.058333333333334,4.763333333333334,4.883333333333334,4.291666666666667,0.1019333333333333,0.357
2015-16,2015,NINEPINS,NP,220.69,23,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2015-16,2015,NW LANTAU,NWL,734.1800000000001,102,25,2.588235294117647,20.0,2.0,0.0,18.0,61.0,3.388888888888889,2.451714838323027,8.308589174316925,0,0,0,0,0,0,0,0,10.0,False,24.406410256410258,24.49102564102564,6.174358974358975,5.680769230769231,7.203846153846153,2.669230769230769,0.1138461538461538,0.8038461538461539
2015-16,2015,PO TOI,PT,569.63,42,9,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2015-16,2015,SE LANTAU,SEL,569.97,80,22,2.3125,3.0,2.0,0.0,1.0,3.0,3.0,0.1754478305875747,0.5263434917627243,0,0,0,0,0,0,0,0,,,,,,,,,,
2015-16,2015,SAI KUNG,SK,101.04,7,2,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2015-16,2015,SW LANTAU,SWL,984.06,156,37,2.4551282051282053,79.0,24.0,3.0,55.0,213.0,3.872727272727273,5.58909009613235,21.645021645021647,0,0,0,0,0,0,0,0,24.0,False,24.280555555555555,28.811111111111114,7.241666666666666,4.422222222222222,4.552777777777778,7.122222222222222,0.0447777777777777,0.305
2015-16,2015,W LANTAU,WL,697.32,129,40,2.705426356589147,146.0,20.0,5.0,126.0,480.0,3.8095238095238098,18.069179143004646,68.83496816382721,0,0,0,0,0,0,0,0,31.0,False,24.406410256410258,24.49102564102564,6.174358974358975,5.680769230769231,7.203846153846153,2.669230769230769,0.1138461538461538,0.8038461538461539
2016-17,2016,DEEP BAY,DB,282.65999999999997,51,14,2.4705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,25.211666666666662,16.04,5.461666666666667,19.386666666666667,27.021666666666665,5.04,0.8946833333333334,1.8875
2016-17,2016,LAMMA,LM,777.24,65,12,2.107692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2016-17,2016,NE LANTAU,NEL,536.1,66,19,2.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,1,0.0,True,23.655,29.581666666666667,5.795,8.353333333333333,3.995,2.1733333333333333,0.10515,0.3343333333333333
2016-17,2016,NINEPINS,NP,230.95,19,8,1.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2016-17,2016,NW LANTAU,NWL,754.37,87,21,2.67816091954023,15.0,3.0,1.0,12.0,50.0,4.166666666666667,1.5907313387329824,6.62804724472076,0,0,1,0,0,0,1,0,11.0,False,24.596153846153847,23.60897435897436,6.001282051282051,29.488461538461536,5.702564102564103,3.2884615384615383,0.1023974358974359,0.7646153846153846
2016-17,2016,PO TOI,PT,424.87,29,7,2.206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2016-17,2016,SE LANTAU,SEL,925.22,123,28,2.5528455284552845,4.0,1.0,0.0,3.0,5.0,1.6666666666666667,0.3242472060699077,0.5404120101165129,0,0,0,0,0,0,0,0,,,,,,,,,,
2016-17,2016,SAI KUNG,SK,73.99,6,2,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2016-17,2016,SW LANTAU,SWL,1052.89,165,41,2.5393939393939395,59.0,22.0,5.0,37.0,92.0,2.4864864864864864,3.5141372792979317,8.737854856632696,0,0,0,0,0,0,0,0,9.0,False,24.11388888888889,29.57222222222222,6.602777777777778,4.997222222222223,6.797222222222222,5.513888888888889,0.0471388888888888,0.2169444444444444
2016-17,2016,W LANTAU,WL,604.23,115,35,2.6869565217391305,121.0,10.0,2.0,111.0,405.0,3.6486486486486487,18.37048805918276,67.02745643215331,0,0,0,0,0,0,0,0,27.0,False,24.596153846153847,23.60897435897436,6.001282051282051,29.488461538461536,5.702564102564103,3.2884615384615383,0.1023974358974359,0.7646153846153846
2017-18,2017,DEEP BAY,DB,332.4,72,17,2.486111111111111,3.0,0.0,0.0,3.0,11.0,3.6666666666666665,0.9025270758122744,3.309265944645006,0,0,0,0,0,0,0,0,,,25.423333333333336,19.113333333333333,5.905,13.57,21.096666666666668,9.861666666666668,0.4647833333333333,1.614
2017-18,2017,LAMMA,LM,739.1,51,11,2.176470588235294,1.0,0.0,0.0,1.0,1.0,1.0,0.1352996888107157,0.1352996888107157,0,0,0,0,0,0,0,0,,,,,,,,,,
2017-18,2017,NE LANTAU,NEL,439.68,63,17,2.2698412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,1,0.0,True,23.988333333333333,29.53666666666667,6.183333333333334,3.68,5.87,4.87,0.0906,0.3586666666666666
2017-18,2017,NINEPINS,NP,248.52,22,8,2.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2017-18,2017,NW LANTAU,NWL,609.77,76,18,2.736842105263158,17.0,2.0,0.0,15.0,51.0,3.4,2.4599439132787775,8.363809305147843,0,0,1,0,0,0,1,0,21.0,False,23.98589743589744,24.137179487179488,6.121794871794871,7.030769230769231,8.546153846153846,1.8935897435897435,0.0867820512820512,0.8162820512820513
2017-18,2017,PO TOI,PT,616.12,35,9,1.9714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2017-18,2017,SE LANTAU,SEL,920.41,130,31,2.4153846153846152,6.0,3.0,2.0,3.0,5.0,1.6666666666666667,0.3259416998946122,0.5432361664910204,0,0,0,0,0,0,0,0,,,,,,,,,,
2017-18,2017,SAI KUNG,SK,125.0,10,2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2017-18,2017,SW LANTAU,SWL,1117.3,183,45,2.726775956284153,65.0,24.0,5.0,41.0,123.0,3.0,3.669560547749038,11.008681643247115,0,0,0,0,0,0,0,0,10.0,False,24.358333333333334,28.183333333333337,7.1,5.530555555555555,10.580555555555556,5.580555555555556,0.0291944444444444,0.3388888888888888
2017-18,2017,W LANTAU,WL,644.69,121,38,2.4958677685950414,109.0,21.0,2.0,88.0,269.0,3.0568181818181817,13.649971304037598,41.72548046347857,0,0,0,0,0,0,0,0,16.0,False,23.98589743589744,24.137179487179488,6.121794871794871,7.030769230769231,8.546153846153846,1.8935897435897435,0.0867820512820512,0.8162820512820513
2018-19,2018,DEEP BAY,DB,341.25,53,18,2.188679245283019,4.0,1.0,0.0,3.0,6.0,2.0,0.8791208791208791,1.7582417582417582,0,0,0,0,0,0,0,0,,,25.44,19.19,5.278333333333333,16.578333333333333,28.461666666666662,3.0616666666666665,0.3020166666666666,1.5965
2018-19,2018,LAMMA,LM,1000.58,59,14,2.0847457627118646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2018-19,2018,NE LANTAU,NEL,541.29,66,18,2.393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,0.0,True,24.56,29.998333333333335,5.818333333333333,2.685,6.319999999999999,3.4466666666666668,0.0803499999999999,0.354
2018-19,2018,NINEPINS,NP,172.33,17,6,2.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2018-19,2018,NW LANTAU,NWL,631.4,78,20,2.423076923076923,19.0,1.0,0.0,18.0,44.0,2.4444444444444446,2.8508077288565095,6.968641114982578,0,1,1,0,0,0,1,0,6.0,False,24.996153846153845,26.03205128205128,6.251282051282051,4.038461538461538,9.121794871794872,5.732051282051282,0.0687692307692307,0.622948717948718
2018-19,2018,PO TOI,PT,540.76,30,8,2.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2018-19,2018,SE LANTAU,SEL,1016.65,110,32,2.327272727272727,4.0,3.0,1.0,1.0,1.0,1.0,0.0983622682339054,0.0983622682339054,0,0,0,0,0,0,0,0,,,,,,,,,,
2018-19,2018,SAI KUNG,SK,113.5,9,2,2.6666666666666665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2018-19,2018,SW LANTAU,SWL,1168.76,156,40,2.6153846153846154,38.0,16.0,0.0,22.0,54.0,2.4545454545454546,1.8823368356206576,4.62028132379616,0,0,0,0,0,0,0,0,7.0,False,24.48888888888889,30.522222222222226,6.533333333333333,3.469444444444445,7.811111111111111,3.7777777777777777,0.0318055555555555,0.2194444444444444
2018-19,2018,W LANTAU,WL,529.09,113,34,2.5309734513274336,82.0,17.0,3.0,65.0,250.0,3.8461538461538463,12.28524447636508,47.25094029371184,0,0,0,0,0,0,0,0,19.0,False,24.996153846153845,26.03205128205128,6.251282051282051,4.038461538461538,9.121794871794872,5.732051282051282,0.0687692307692307,0.622948717948718
2019-20,2019,DEEP BAY,DB,278.07,51,15,2.196078431372549,1.0,0.0,0.0,1.0,2.0,2.0,0.3596216779947495,0.7192433559894991,0,0,0,0,0,0,0,0,,,26.536538461538463,17.757692307692306,5.898076923076923,14.386538461538462,22.32884615384615,4.4192307692307695,0.2267692307692307,1.2761538461538462
2019-20,2019,LAMMA,LM,813.1999999999999,61,12,1.7049180327868851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2019-20,2019,NE LANTAU,NEL,503.2,65,19,2.123076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,0.0,True,25.565384615384616,29.792307692307695,5.988461538461538,3.5961538461538463,6.336538461538462,4.148076923076923,0.0924038461538461,0.3265384615384615
2019-20,2019,NINEPINS,NP,258.31,17,5,2.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2019-20,2019,NW LANTAU,NWL,604.27,76,18,2.526315789473684,1.0,0.0,0.0,1.0,1.0,1.0,0.1654889370645572,0.1654889370645572,0,1,1,0,0,0,1,0,4.0,False,26.197014925373136,24.77910447761194,6.289552238805971,6.170149253731343,11.043283582089552,5.755223880597015,0.0709402985074626,0.5677611940298507
2019-20,2019,PO TOI,PT,605.85,45,10,1.8222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2019-20,2019,SE LANTAU,SEL,869.9,120,28,2.316666666666667,2.0,1.0,0.0,1.0,1.0,1.0,0.1149557420393148,0.1149557420393148,0,0,0,0,0,0,0,0,,,,,,,,,,
2019-20,2019,SAI KUNG,SK,66.1,5,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2019-20,2019,SW LANTAU,SWL,1161.98,160,43,2.44375,58.0,16.0,2.0,42.0,153.0,3.642857142857143,3.61452004337424,13.16718015800616,0,0,0,0,0,0,0,0,19.0,False,26.313333333333333,26.983333333333334,6.453333333333333,4.4766666666666675,9.14,6.673333333333333,0.0381666666666666,0.4093333333333333
2019-20,2019,W LANTAU,WL,595.67,118,39,2.5254237288135593,96.0,14.0,1.0,82.0,276.0,3.3658536585365852,13.76601138214112,46.33437977403596,0,0,0,0,0,0,0,0,29.0,False,26.197014925373136,24.77910447761194,6.289552238805971,6.170149253731343,11.043283582089552,5.755223880597015,0.0709402985074626,0.5677611940298507
2020-21,2020,DEEP BAY,DB,240.97,46,13,1.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,25.647916666666664,19.708333333333332,5.810416666666666,15.335416666666667,22.4,5.65625,0.2161666666666666,1.11375
2020-21,2020,LAMMA,LM,859.46,55,12,1.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2020-21,2020,NE LANTAU,NEL,300.9,35,14,2.2285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,0.0,True,24.781632653061223,30.383673469387755,5.744897959183674,4.122448979591836,7.93061224489796,5.159183673469388,0.1138163265306122,0.2981632653061224
2020-21,2020,NINEPINS,NP,324.48,21,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2020-21,2020,NW LANTAU,NWL,470.71,46,13,2.239130434782609,5.0,0.0,0.0,5.0,12.0,2.4,1.0622251492426336,2.5493403581823206,0,1,1,0,0,0,1,0,3.0,False,25.583870967741937,24.333870967741937,5.824193548387097,5.496774193548387,7.827419354838709,4.32258064516129,0.0755322580645161,0.6443548387096775
2020-21,2020,PO TOI,PT,684.14,45,11,1.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2020-21,2020,SE LANTAU,SEL,997.33,113,30,2.265486725663717,1.0,0.0,1.0,1.0,1.0,1.0,0.100267714798512,0.100267714798512,0,0,0,0,0,0,0,0,,,,,,,,,,
2020-21,2020,SAI KUNG,SK,120.65,9,2,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2020-21,2020,SW LANTAU,SWL,1209.2,162,44,2.419753086419753,63.0,27.0,4.0,36.0,119.0,3.3055555555555554,2.9771749917300694,9.841217333774395,0,0,0,0,1,0,0,1,15.0,False,25.1037037037037,29.55185185185185,5.955555555555556,4.9148148148148145,7.981481481481482,5.54074074074074,0.0555185185185185,0.2437037037037037
2020-21,2020,W LANTAU,WL,810.2,124,32,2.443548387096774,105.0,2.0,3.0,103.0,303.0,2.941747572815534,12.71291039249568,37.39817329054554,0,0,0,0,0,0,0,0,19.0,False,25.583870967741937,24.333870967741937,5.824193548387097,5.496774193548387,7.827419354838709,4.32258064516129,0.0755322580645161,0.6443548387096775
2021-22,2021,DEEP BAY,DB,192.7,36,12,2.0555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,26.010526315789473,21.73859649122807,5.817543859649123,18.180357142857144,16.63859649122807,8.678947368421053,0.2174210526315789,1.1554385964912282
2021-22,2021,E LANTAU,EL,647.73,45,10,2.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-22,2021,LAMMA,LM,1042.9,68,15,2.338235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-22,2021,NE LANTAU,NEL,512.1,62,18,2.2903225806451615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0.0,True,24.851724137931036,30.794827586206896,5.274137931034482,7.960344827586207,4.482758620689655,5.334482758620689,0.1149137931034482,0.3139655172413793
2021-22,2021,NINEPINS,NP,206.52,17,5,2.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-22,2021,NW LANTAU,NWL,755.5,77,21,2.3766233766233764,3.0,0.0,0.0,3.0,11.0,3.6666666666666665,0.3970880211780278,1.455989410986102,0,1,0,0,0,0,0,0,4.0,False,24.925675675675677,27.05,5.418918918918919,10.486486486486486,4.97972972972973,6.3810810810810805,0.0760135135135135,0.5317567567567568
2021-22,2021,PO TOI,PT,440.03,30,7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-22,2021,SE LANTAU,SEL,768.44,80,25,1.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-22,2021,SW LANTAU,SWL,1105.66,129,35,2.317829457364341,31.0,4.0,5.0,27.0,70.0,2.592592592592593,2.4419803556246946,6.331060181249208,0,0,0,0,1,0,0,1,12.0,False,25.185294117647057,30.57058823529412,5.579411764705882,11.18235294117647,5.423529411764706,6.476470588235294,0.0705294117647058,0.2438235294117647
2021-22,2021,W LANTAU,WL,894.51,129,36,2.4263565891472867,124.0,6.0,11.0,118.0,440.0,3.7288135593220337,13.191579747571296,49.18894143162178,0,0,0,0,0,0,0,0,24.0,False,24.925675675675677,27.05,5.418918918918919,10.486486486486486,4.97972972972973,6.3810810810810805,0.0760135135135135,0.5317567567567568
