date_raw,area,beaufort,effort_km,season,vessel,primary_secondary,date,calendar_year,month,monitoring_period,monitoring_start_year,source_file,area_code
27-Apr-12,NE LANTAU,3,18.6,SPRING,STANDARD31516,P,2012-04-27,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NEL
27-Apr-12,NE LANTAU,3,0.9,SPRING,STANDARD31516,S,2012-04-27,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NEL
27-Apr-12,NE LANTAU,4,1.2,SPRING,STANDARD31516,S,2012-04-27,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NEL
4-May-12,NW LANTAU,1,5.4,SPRING,STANDARD31516,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
4-May-12,NW LANTAU,2,22.9,SPRING,STANDARD31516,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
4-May-12,NW LANTAU,3,3.8,SPRING,STANDARD31516,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
4-May-12,NW LANTAU,2,8.5,SPRING,STANDARD31516,S,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
4-May-12,NW LANTAU,3,1.7,SPRING,STANDARD31516,S,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
4-May-12,NE LANTAU,2,4.2,SPRING,STANDARD31516,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
4-May-12,NE LANTAU,3,7.6,SPRING,STANDARD31516,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
4-May-12,NE LANTAU,2,12.6,SPRING,STANDARD31516,S,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
4-May-12,NE LANTAU,3,1.2,SPRING,STANDARD31516,S,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
9-May-12,LAMMA,2,20.9,SPRING,STANDARD31516,P,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
9-May-12,LAMMA,3,32.7,SPRING,STANDARD31516,P,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
9-May-12,LAMMA,4,11.6,SPRING,STANDARD31516,P,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
9-May-12,LAMMA,2,12.4,SPRING,STANDARD31516,S,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
9-May-12,LAMMA,3,10.1,SPRING,STANDARD31516,S,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
9-May-12,LAMMA,4,2.9,SPRING,STANDARD31516,S,2012-05-09,2012,5,2012-13,2012,Final_Report_2012_13.pdf,LM
15-May-12,W LANTAU,1,6.7,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,W LANTAU,2,0.3,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,W LANTAU,3,3.6,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,W LANTAU,1,2.1,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,W LANTAU,2,4.8,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,W LANTAU,3,2.0,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
15-May-12,SW LANTAU,2,8.0,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SWL
15-May-12,SW LANTAU,3,7.6,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SWL
15-May-12,SW LANTAU,2,9.4,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SWL
15-May-12,SW LANTAU,3,4.4,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SWL
15-May-12,SE LANTAU,2,2.0,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SEL
15-May-12,SE LANTAU,3,7.8,SPRING,STANDARD31516,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SEL
15-May-12,SE LANTAU,2,6.4,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SEL
15-May-12,SE LANTAU,3,2.2,SPRING,STANDARD31516,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SEL
24-May-12,W LANTAU,1,1.0,SPRING,STANDARD31516,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,2,5.2,SPRING,STANDARD31516,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,3,3.4,SPRING,STANDARD31516,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,4,7.4,SPRING,STANDARD31516,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,1,0.8,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,2,2.4,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,3,2.7,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,W LANTAU,4,4.4,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
24-May-12,NE LANTAU,2,3.7,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
24-May-12,NE LANTAU,3,8.6,SPRING,STANDARD31516,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-May-12,NE LANTAU,2,21.3,SPRING,STANDARD31516,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-May-12,NE LANTAU,3,7.0,SPRING,STANDARD31516,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-May-12,NE LANTAU,2,10.9,SPRING,STANDARD31516,S,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-May-12,NW LANTAU,1,4.1,SPRING,STANDARD31516,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-May-12,NW LANTAU,2,14.8,SPRING,STANDARD31516,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-May-12,NW LANTAU,3,11.6,SPRING,STANDARD31516,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-May-12,NW LANTAU,1,2.9,SPRING,STANDARD31516,S,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-May-12,NW LANTAU,2,5.1,SPRING,STANDARD31516,S,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-May-12,NW LANTAU,3,3.3,SPRING,STANDARD31516,S,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
31-May-12,W LANTAU,0,3.7,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,W LANTAU,1,2.8,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,W LANTAU,2,8.0,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,W LANTAU,0,2.2,SPRING,STANDARD31516,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,W LANTAU,1,1.9,SPRING,STANDARD31516,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,W LANTAU,2,6.5,SPRING,STANDARD31516,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL
31-May-12,NW LANTAU,1,4.4,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
31-May-12,NW LANTAU,2,17.5,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
31-May-12,NW LANTAU,3,1.9,SPRING,STANDARD31516,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
31-May-12,NW LANTAU,1,0.5,SPRING,STANDARD31516,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
31-May-12,NW LANTAU,2,8.8,SPRING,STANDARD31516,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL
6-Jun-12,W LANTAU,2,13.0,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,W LANTAU,3,5.4,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,W LANTAU,4,2.5,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,W LANTAU,2,4.7,SUMMER,STANDARD31516,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,W LANTAU,3,12.1,SUMMER,STANDARD31516,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,W LANTAU,4,1.0,SUMMER,STANDARD31516,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
6-Jun-12,NW LANTAU,1,9.8,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
6-Jun-12,NW LANTAU,2,2.3,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
6-Jun-12,NW LANTAU,3,5.3,SUMMER,STANDARD31516,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
6-Jun-12,NW LANTAU,2,6.0,SUMMER,STANDARD31516,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
6-Jun-12,NW LANTAU,3,2.8,SUMMER,STANDARD31516,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,1,6.0,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,2,12.1,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,3,9.4,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,4,1.2,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,1,2.4,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,2,2.1,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,3,2.1,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NW LANTAU,4,1.0,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Jun-12,NE LANTAU,2,7.0,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Jun-12,NE LANTAU,3,21.1,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Jun-12,NE LANTAU,4,3.1,SUMMER,STANDARD31516,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Jun-12,NE LANTAU,2,6.0,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Jun-12,NE LANTAU,3,8.5,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Jun-12,NE LANTAU,4,1.3,SUMMER,STANDARD31516,S,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
8-Jun-12,W LANTAU,1,4.0,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
8-Jun-12,W LANTAU,2,4.6,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
8-Jun-12,W LANTAU,3,0.7,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
8-Jun-12,SW LANTAU,2,26.3,SUMMER,STANDARD31516,P,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
8-Jun-12,SW LANTAU,2,12.6,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
8-Jun-12,SE LANTAU,2,17.9,SUMMER,STANDARD31516,P,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
8-Jun-12,SE LANTAU,2,8.0,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
8-Jun-12,SE LANTAU,3,0.2,SUMMER,STANDARD31516,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
14-Jun-12,NW LANTAU,1,6.0,SUMMER,STANDARD31516,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
14-Jun-12,NW LANTAU,2,19.3,SUMMER,STANDARD31516,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
14-Jun-12,NW LANTAU,1,3.2,SUMMER,STANDARD31516,S,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
14-Jun-12,NW LANTAU,2,5.2,SUMMER,STANDARD31516,S,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
14-Jun-12,NE LANTAU,2,12.5,SUMMER,STANDARD31516,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
14-Jun-12,NE LANTAU,3,12.9,SUMMER,STANDARD31516,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
14-Jun-12,NE LANTAU,4,2.3,SUMMER,STANDARD31516,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
14-Jun-12,NE LANTAU,2,6.8,SUMMER,STANDARD31516,S,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
14-Jun-12,NE LANTAU,3,3.7,SUMMER,STANDARD31516,S,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL
21-Jun-12,W LANTAU,2,0.3,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,W LANTAU,3,9.5,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,W LANTAU,4,5.0,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,W LANTAU,2,0.2,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,W LANTAU,3,7.9,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,W LANTAU,4,2.3,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
21-Jun-12,SW LANTAU,2,3.7,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SW LANTAU,3,9.7,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SW LANTAU,4,2.7,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SW LANTAU,2,2.0,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SW LANTAU,3,2.0,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SW LANTAU,4,7.1,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL
21-Jun-12,SE LANTAU,3,2.7,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
21-Jun-12,SE LANTAU,4,5.2,SUMMER,STANDARD31516,P,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
21-Jun-12,SE LANTAU,2,1.9,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
21-Jun-12,SE LANTAU,3,2.2,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
21-Jun-12,SE LANTAU,4,3.7,SUMMER,STANDARD31516,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SEL
28-Jun-12,W LANTAU,2,8.2,SUMMER,STANDARD31516,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
28-Jun-12,W LANTAU,3,5.8,SUMMER,STANDARD31516,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
28-Jun-12,W LANTAU,4,0.8,SUMMER,STANDARD31516,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
28-Jun-12,W LANTAU,2,9.6,SUMMER,STANDARD31516,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
28-Jun-12,W LANTAU,3,8.9,SUMMER,STANDARD31516,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL
28-Jun-12,NW LANTAU,2,8.1,SUMMER,STANDARD31516,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Jun-12,NW LANTAU,3,12.7,SUMMER,STANDARD31516,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Jun-12,NW LANTAU,2,3.6,SUMMER,STANDARD31516,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Jun-12,NW LANTAU,3,2.2,SUMMER,STANDARD31516,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL
29-Jun-12,PO TOI,1,1.0,SUMMER,STANDARD31516,P,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
29-Jun-12,PO TOI,2,43.4,SUMMER,STANDARD31516,P,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
29-Jun-12,PO TOI,3,13.3,SUMMER,STANDARD31516,P,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
29-Jun-12,PO TOI,1,2.3,SUMMER,STANDARD31516,S,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
29-Jun-12,PO TOI,2,6.3,SUMMER,STANDARD31516,S,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
29-Jun-12,PO TOI,3,1.8,SUMMER,STANDARD31516,S,2012-06-29,2012,6,2012-13,2012,Final_Report_2012_13.pdf,PT
5-Jul-12,W LANTAU,1,3.1,SUMMER,STANDARD31516,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,W LANTAU,2,12.9,SUMMER,STANDARD31516,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,W LANTAU,3,0.8,SUMMER,STANDARD31516,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,W LANTAU,1,2.7,SUMMER,STANDARD31516,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,W LANTAU,2,11.1,SUMMER,STANDARD31516,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,W LANTAU,3,3.2,SUMMER,STANDARD31516,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Jul-12,NW LANTAU,2,14.8,SUMMER,STANDARD31516,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL
5-Jul-12,NW LANTAU,3,3.1,SUMMER,STANDARD31516,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL
5-Jul-12,NW LANTAU,2,1.5,SUMMER,STANDARD31516,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL
