"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM1","2013-09-13","1","Middle Water","1.1","0.013","5","114","7.5","7","24","<0.002","<0.002","0.002","8.5","1","28.3","2","0.08","4.5","29.4","0.02","0.16","0.16","0.02","2.5","0.002","1.3"
"Mirs Bay","MM1","2013-09-13","1","Bottom Water","1","0.01","4.4","108","7.1","4","22","0.003","<0.002","0.003","8.4","0.6","29.3","2","0.09","3.9","28.6","0.02","0.19","0.2","0.02","3.2","0.001","1.4"
"Mirs Bay","MM1","2013-10-25","1","Surface Water","0.8","0.016","8.2","65","4.4","5","6","0.022","0.025","0.007","8.1","1.1","31.2","1.3","0.6","6.4","26.4","0.06","0.18","0.23","0.03","6.5","<0.001","1.2"
"Mirs Bay","MM1","2013-10-25","1","Middle Water","0.7","0.026","8.2","89","6.1","3","12","0.031","0.024","0.01","8.1","3","31.1","1.3","0.7","5.7","26.1","0.08","0.17","0.23","0.03","6.6","0.002","1.3"
"Mirs Bay","MM1","2013-10-25","1","Bottom Water","0.7","0.026","8.2","89","6","11","24","0.031","0.025","0.011","8.1","3.3","31.1","1.3","0.71","6.2","26.2","0.08","0.2","0.26","0.03","6.7","0.002","1.4"
"Mirs Bay","MM1","2013-11-15","1","Surface Water","0.3","0.027","1.3","73","5.1","40","75","0.047","0.069","0.015","8","<0.2","31.2","2","1.2","3.8","24.5","0.14","0.16","0.28","<0.02","2.8","0.001","0.7"
"Mirs Bay","MM1","2013-11-15","1","Middle Water","0.4","0.053","1.1","68","4.8","10","22","0.1","0.071","0.024","8","<0.2","31.2","2","1.5","1.4","24.2","0.22","0.15","0.32","0.03","2.9","0.002","0.6"
"Mirs Bay","MM1","2013-11-15","1","Bottom Water","0.5","0.059","1.5","68","4.7","5","13","0.13","0.072","0.027","8","<0.2","31.5","2","1.6","2.6","24.2","0.26","0.17","0.37","0.03","4.7","0.002","0.8"
"Mirs Bay","MM1","2013-12-09","1","Surface Water","1.5","0.015","7.3","88","6.5","8","15","0.008","<0.002","0.007","8.3","0.7","32.8","2.5","0.16","3.8","20.8","0.03","0.15","0.16","<0.02","6.6","<0.001","1.1"
"Mirs Bay","MM1","2013-12-09","1","Middle Water","1.4","0.016","8","93","6.9","8","12","0.011","<0.002","0.007","8.3","1.4","32.5","2.5","0.18","3.3","20.7","0.03","0.17","0.18","<0.02","2.9","<0.001","1.3"
"Mirs Bay","MM1","2013-12-09","1","Bottom Water","1.4","0.023","6.1","94","7","8","15","0.012","<0.002","0.007","8.3","0.8","32.5","2.5","0.23","5","20.6","0.04","0.19","0.2","<0.02","2.9","0.001","1.6"
"Mirs Bay","MM13","2013-01-16","1","Surface Water","0.7","0.034","0.7","100","8","<1","<1","0.11","<0.002","0.009","7.9","<0.2","32","2.9","1.2","3.2","17.1","0.15","0.16","0.27","0.03","9.1","<0.001","0.8"
"Mirs Bay","MM13","2013-01-16","1","Middle Water","0.3","0.033","0.2","97","7.8","<1","<1","0.098","0.007","0.009","7.9","<0.2","32","2.9","1.3","4.2","16.6","0.14","0.18","0.29","0.04","11","<0.001","0.7"
"Mirs Bay","MM13","2013-01-16","1","Bottom Water","0.3","0.04","0.5","95","7.5","<1","<1","0.081","0.004","0.01","7.9","0.7","32.6","2.9","1","9.9","17","0.13","0.23","0.32","0.03","17.4","<0.001","1.3"
"Mirs Bay","MM13","2013-02-22","1","Surface Water","0.7","0.026","2.1","101","7.9","<1","<1","0.08","0.011","0.012","7.9","<0.2","32.5","1.8","0.4","4.1","17.3","0.12","0.15","0.24","0.02","4.2","<0.001","1.1"
"Mirs Bay","MM13","2013-02-22","1","Middle Water","0.6","0.031","1.6","100","7.9","<1","<1","0.08","0.012","0.012","7.9","0.4","32.5","1.8","0.42","4.6","17.1","0.12","0.12","0.21","0.03","3.7","<0.001","1"
"Mirs Bay","MM13","2013-02-22","1","Bottom Water","0.5","0.032","2","101","8","<1","<1","0.081","0.013","0.012","7.9","<0.2","32.6","1.8","0.42","4.9","17.2","0.13","0.13","0.22","0.03","8","<0.001","1.5"
"Mirs Bay","MM13","2013-03-08","1","Surface Water","0.5","0.022","0.7","103","8","<1","<1","0.086","0.011","0.009","7.8","<0.2","32.2","3","0.51","1.1","18.2","0.12","0.19","0.29","0.03","1.6","<0.001","0.7"
"Mirs Bay","MM13","2013-03-08","1","Middle Water","0.4","0.021","0.5","98","7.7","<1","<1","0.087","0.014","0.008","7.7","0.2","32.3","3","0.53","1.1","17","0.12","0.23","0.33","0.03","1.3","<0.001","0.9"
"Mirs Bay","MM13","2013-03-08","1","Bottom Water","0.5","0.023","0.4","97","7.3","<1","<1","0.042","0.007","0.008","7.8","0.3","33.8","3","0.34","2.4","19.5","0.07","0.15","0.2","0.03","3.4","<0.001","0.7"
"Mirs Bay","MM13","2013-04-15","1","Surface Water","0.1","0.059","6","93","6.7","<1","<1","0.097","0.01","0.009","8.1","0.7","33.9","3","0.77","0.8","21.6","0.17","0.25","0.36","0.03","8.5","0.002","<0.5"
"Mirs Bay","MM13","2013-04-15","1","Middle Water","<0.1","0.022","0.7","93","6.8","<1","1","0.006","0.003","0.008","8.1","<0.2","34.1","3","0.18","1","21.3","0.03","0.17","0.18","0.03","1.6","<0.001","0.5"
"Mirs Bay","MM13","2013-04-15","1","Bottom Water","<0.1","0.028","0.3","92","6.7","<1","<1","0.009","<0.002","0.008","8.1","<0.2","34","3","0.19","3.8","21.1","0.04","0.1","0.11","0.03","3.4","0.001","0.5"
"Mirs Bay","MM13","2013-05-09","1","Surface Water","<0.1","0.006","0.8","99","7","<1","<1","0.005","<0.002","0.007","8.1","<0.2","34","3.5","0.13","1.2","23.5","0.01","0.15","0.16","0.03","3.6","<0.001","0.8"
"Mirs Bay","MM13","2013-05-09","1","Middle Water","0.1","0.009","0.7","98","7","<1","<1","0.004","<0.002","0.007","8.1","0.4","34","3.5","0.13","1.3","22.5","0.02","0.12","0.13","0.03","1","<0.001","0.5"
"Mirs Bay","MM13","2013-05-09","1","Bottom Water","0.1","<0.005","0.6","96","6.9","<1","<1","0.008","<0.002","0.007","8.1","0.3","34","3.5","0.11","2.8","22.5","0.02","0.14","0.15","0.03","1.8","<0.001","0.7"
"Mirs Bay","MM13","2013-06-19","1","Surface Water","0.4","<0.005","0.4","105","6.8","<1","6","0.015","<0.002","0.005","8.3","0.3","30.2","6","0.15","0.6","29.9","0.02","0.08","0.1","0.02","0.3","<0.001","0.5"
"Mirs Bay","MM13","2013-06-19","1","Middle Water","0.2","0.018","0.8","87","5.9","<1","<1","0.02","0.004","0.005","8.2","<0.2","31.3","6","0.26","0.7","26.2","0.04","0.1","0.12","0.02","0.2","0.001","0.5"
"Mirs Bay","MM13","2013-06-19","1","Bottom Water","0.1","0.007","0.6","62","4.3","<1","<1","0.066","0.015","0.01","8","<0.2","32.9","6","1","4","24.4","0.09","0.11","0.19","0.03","3.6","<0.001","1.4"
"Mirs Bay","MM13","2013-07-24","1","Surface Water","0.5","0.011","0.7","100","6.6","<1","2","0.004","<0.002","0.004","8.4","0.5","31.5","5","0.29","0.6","28.1","0.02","0.06","0.07","0.04","0.4","0.001","0.6"
"Mirs Bay","MM13","2013-07-24","1","Middle Water","0.3","0.012","0.5","93","6.1","<1","<1","0.011","<0.002","0.005","8.4","0.3","31.9","5","0.32","0.6","27.4","0.03","0.07","0.08","0.04","0.3","0.001","0.6"
"Mirs Bay","MM13","2013-07-24","1","Bottom Water","0.2","<0.005","0.5","52","3.7","<1","1","0.082","0.017","0.016","8.2","<0.2","34.3","5","0.96","1.9","22.2","0.1","<0.05","0.15","0.05","5.9","<0.001","0.6"
"Mirs Bay","MM13","2013-08-21","1","Surface Water","2.7","0.048","37","158","10.5","<1","12","0.15","0.076","0.004","8.4","2.1","27.7","2.9","1.8","1.5","28.6","0.27","0.34","0.57","0.04","29.3","0.006","0.7"
"Mirs Bay","MM13","2013-08-21","1","Middle Water","0.2","<0.005","0.5","75","5","<1","2","0.031","0.008","0.011","8.1","<0.2","33.6","2.9","0.54","1.1","26","0.04","0.08","0.12","0.03","7.7","<0.001","0.6"
"Mirs Bay","MM13","2013-08-21","1","Bottom Water","0.2","<0.005","0.6","58","4.1","<1","<1","0.08","0.006","0.018","8","0.3","34.3","2.9","0.96","8.6","22.2","0.09","0.06","0.15","0.04","26.8","<0.001","1.5"
"Mirs Bay","MM13","2013-09-11","1","Surface Water","0.1","0.009","0.5","94","6.1","<1","170","0.024","<0.002","0.004","8.3","<0.2","30.8","6","0.2","<0.5","28.7","0.04","0.1","0.13","<0.02","2.6","0.001","<0.5"
"Mirs Bay","MM13","2013-09-11","1","Middle Water","0.3","0.011","0.6","96","6.3","<1","1","0.018","<0.002","0.005","8.3","<0.2","31.5","6","0.14","<0.5","28.5","0.03","0.11","0.13","<0.02","0.7","0.001","<0.5"
"Mirs Bay","MM13","2013-09-11","1","Bottom Water","0.2","0.016","0.7","80","5.4","<1","<1","0.005","0.003","0.007","8.2","<0.2","33.6","6","0.12","<0.5","26.1","0.02","0.11","0.12","0.02","0.9","0.001","<0.5"
"Mirs Bay","MM13","2013-10-23","1","Surface Water","0.7","0.012","3.2","104","7","<1","<1","0.018","0.006","0.007","8.1","1","32.1","4.5","0.65","0.9","26.1","0.04","0.12","0.14","0.02","2.3","<0.001","0.6"
"Mirs Bay","MM13","2013-10-23","1","Middle Water","<0.1","0.005","1.2","85","5.7","<1","<1","0.089","0.015","0.017","8","0.6","32.3","4.5","1.2","1.8","25.9","0.11","0.1","0.2","0.02","3.6","<0.001","<0.5"
"Mirs Bay","MM13","2013-10-23","1","Bottom Water","0.4","0.011","2.2","97","6.6","<1","<1","0.081","0.007","0.012","8","1","32.6","4.5","1","1.6","25.8","0.1","0.13","0.22","0.02","3","<0.001","<0.5"
"Mirs Bay","MM13","2013-11-07","1","Surface Water","0.5","0.014","1.3","81","5.6","<1","<1","0.072","0.017","0.015","8.1","0.8","32.4","2.5","1.1","4.4","24.6","0.1","0.18","0.27","0.02","4.7","<0.001","1"
"Mirs Bay","MM13","2013-11-07","1","Middle Water","0.4","0.01","1.5","91","6.3","<1","<1","0.08","0.017","0.015","8.1","0.5","32.6","2.5","1.1","3.5","24.4","0.11","0.15","0.25","0.02","3.4","<0.001","0.8"
"Mirs Bay","MM13","2013-11-07","1","Bottom Water","0.3","0.006","0.7","90","6.3","<1","<1","0.1","0.014","0.018","8.1","<0.2","32.9","2.5","1.3","7.8","24.1","0.12","0.09","0.2","0.03","8.9","<0.001","1"
"Mirs Bay","MM13","2013-12-04","1","Surface Water","<0.1","<0.005","1.2","77","5.5","<1","<1","0.007","0.003","0.008","8.2","<0.2","33.7","3.5","0.21","1.4","22.3","0.02","0.08","0.09","<0.02","0.9","<0.001","<0.5"
"Mirs Bay","MM13","2013-12-04","1","Middle Water","<0.1","0.007","1.5","97","7","<1","<1","0.009","0.003","0.008","8.2","<0.2","33.7","3.5","0.24","1","22.3","0.02","<0.05","0.06","<0.02","1.6","<0.001","<0.5"
"Mirs Bay","MM13","2013-12-04","1","Bottom Water","<0.1","0.009","0.9","96","6.9","<1","<1","0.012","0.005","0.008","8.2","<0.2","33.7","3.5","0.36","6.6","22.3","0.03","<0.05","0.07","0.03","4.1","<0.001","1"
"Mirs Bay","MM14","2013-01-16","1","Surface Water","0.4","0.035","0.6","100","8","<1","<1","0.12","0.011","0.009","7.9","<0.2","32","2.4","1.3","3.5","17.1","0.17","0.18","0.31","0.03","10.6","<0.001","0.5"
"Mirs Bay","MM14","2013-01-16","1","Middle Water","0.3","0.032","0.3","98","7.8","<1","<1","0.15","0.01","0.009","7.9","<0.2","32","2.4","1.3","3.6","16.6","0.19","0.17","0.33","0.04","7.4","<0.001","0.6"
"Mirs Bay","MM14","2013-01-16","1","Bottom Water","0.6","0.031","0.6","97","7.8","<1","<1","0.13","<0.002","0.009","7.9","<0.2","32.1","2.4","1.3","5.6","16.7","0.16","0.16","0.29","0.03","11.6","<0.001","0.8"
"Mirs Bay","MM14","2013-02-22","1","Surface Water","0.9","0.021","1.3","100","7.8","<1","<1","0.095","0.015","0.011","7.9","<0.2","32.1","1.8","0.65","2.8","17.9","0.13","0.18","0.29","0.02","3.1","<0.001","1.1"
"Mirs Bay","MM14","2013-02-22","1","Middle Water","1","0.031","1.4","101","8","<1","<1","0.091","0.014","0.011","7.9","0.4","32.3","1.8","0.56","1.5","17.3","0.14","0.12","0.23","0.02","3.4","<0.001","0.6"
"Mirs Bay","MM14","2013-02-22","1","Bottom Water","0.8","0.021","1.9","101","8","<1","<1","0.089","0.014","0.012","7.9","<0.2","32.3","1.8","0.5","3.3","17.3","0.12","0.15","0.25","0.03","3.3","<0.001","0.9"
"Mirs Bay","MM14","2013-03-08","1","Surface Water","0.8","0.02","0.8","107","8.3","<1","<1","0.078","0.009","0.009","7.8","<0.2","32.2","3.5","0.49","0.8","18.4","0.11","0.18","0.27","0.03","1","<0.001","0.6"
"Mirs Bay","MM14","2013-03-08","1","Middle Water","0.6","0.023","0.7","100","7.9","<1","<1","0.067","0.013","0.006","7.8","0.7","32.2","3.5","0.51","0.6","17.3","0.1","0.2","0.28","0.03","0.9","<0.001","0.5"
"Mirs Bay","MM14","2013-03-08","1","Bottom Water","0.4","0.03","1","94","7.2","<1","<1","0.094","0.015","0.008","7.8","<0.2","33.3","3.5","0.52","1.1","18.4","0.14","0.18","0.29","0.03","2.8","<0.001","0.7"
"Mirs Bay","MM14","2013-04-15","1","Surface Water","0.2","0.05","5.3","104","7.7","<1","<1","0.051","0.01","0.005","8.1","1.2","33","4.5","0.57","0.7","20.6","0.11","0.25","0.31","0.03","0.6","0.002","0.6"
"Mirs Bay","MM14","2013-04-15","1","Middle Water","<0.1","0.014","0.9","95","6.9","<1","<1","0.005","0.005","0.008","8.1","0.5","34.1","4.5","0.16","1.1","21.3","0.02","0.21","0.22","0.03","1.3","<0.001","<0.5"
"Mirs Bay","MM14","2013-04-15","1","Bottom Water","<0.1","0.028","0.5","91","6.6","<1","<1","0.007","0.003","0.008","8","<0.2","34.1","4.5","0.21","2.8","21.1","0.04","0.09","0.1","0.03","3.7","0.001","0.6"
"Mirs Bay","MM14","2013-05-09","1","Surface Water","0.1","<0.005","1.3","101","7.1","<1","2","<0.002","0.003","0.007","8.1","<0.2","33.4","3","0.15","0.8","23.1","0.01","0.13","0.14","0.03","0.2","<0.001","<0.5"
"Mirs Bay","MM14","2013-05-09","1","Middle Water","<0.1","<0.005","1.7","97","7","<1","<1","0.004","<0.002","0.007","8.1","<0.2","33.8","3","0.15","1.2","22.1","0.01","0.14","0.15","0.03","0.9","<0.001","<0.5"
"Mirs Bay","MM14","2013-05-09","1","Bottom Water","<0.1","0.007","1.5","96","6.9","<1","<1","0.003","<0.002","0.007","8.1","<0.2","33.9","3","0.14","2.1","22.2","0.01","0.15","0.16","0.03","1.3","<0.001","0.7"
"Mirs Bay","MM14","2013-06-19","1","Surface Water","0.4","0.005","0.5","105","6.8","<1","1","0.011","<0.002","0.004","8.3","<0.2","30.3","5","0.09","<0.5","29.3","0.02","0.11","0.12","0.02","0.5","<0.001","<0.5"
"Mirs Bay","MM14","2013-06-19","1","Middle Water","0.3","0.009","0.9","94","6.3","<1","<1","0.022","<0.002","0.005","8.2","<0.2","30.8","5","0.25","0.9","26.8","0.03","0.12","0.14","0.02","0.4","<0.001","0.9"
"Mirs Bay","MM14","2013-06-19","1","Bottom Water","0.1","0.046","0.6","54","3.7","<1","<1","0.053","0.022","0.011","8","<0.2","32.5","5","1.3","4.7","24.7","0.12","0.14","0.22","0.03","3.5","0.002","0.9"
"Mirs Bay","MM14","2013-07-24","1","Surface Water","0.4","0.008","0.9","96","6.3","<1","<1","0.008","<0.002","0.005","8.4","<0.2","31.6","5","0.33","0.6","28.1","0.02","0.05","0.06","0.04","1","<0.001","0.6"
"Mirs Bay","MM14","2013-07-24","1","Middle Water","0.3","0.008","0.7","97","6.3","<1","<1","0.004","0.004","0.004","8.4","<0.2","31.7","5","0.37","0.5","28.2","0.02","0.06","0.07","0.04","0.4","<0.001","<0.5"
"Mirs Bay","MM14","2013-07-24","1","Bottom Water","0.3","<0.005","1.4","47","3.3","<1","<1","0.099","0.011","0.016","8.1","0.6","34.2","5","1.2","1.5","22.3","0.12","<0.05","0.16","0.05","3.1","<0.001","0.7"
"Mirs Bay","MM14","2013-08-21","1","Surface Water","2","0.019","8.4","142","9.2","<1","<1","0.005","<0.002","0.005","8.4","0.7","30.1","3.2","0.43","1.2","29.3","0.03","0.19","0.2","0.02","22.1","0.003","1.1"
"Mirs Bay","MM14","2013-08-21","1","Middle Water","0.5","<0.005","0.5","59","4","<1","<1","0.078","0.008","0.016","8.1","<0.2","33.6","3.2","1.1","1.6","25","0.09","0.07","0.16","0.03","7.8","<0.001","0.7"
"Mirs Bay","MM14","2013-08-21","1","Bottom Water","0.3","<0.005","0.6","57","4.1","<1","<1","0.069","0.012","0.016","8","<0.2","34.3","3.2","1","6.9","22.2","0.09","0.06","0.14","0.03","11.7","<0.001","1.2"
"Mirs Bay","MM14","2013-09-11","1","Surface Water","0.4","0.016","0.6","94","6.2","11","410","0.01","<0.002","0.004","8.3","<0.2","31.1","6","0.1","<0.5","28","0.03","0.12","0.13","<0.02","0.8","0.002","<0.5"
"Mirs Bay","MM14","2013-09-11","1","Middle Water","0.4","0.016","0.5","94","6.2","<1","<1","0.006","<0.002","0.004","8.3","<0.2","31.1","6","0.1","<0.5","27.9","0.02","0.15","0.16","0.02","0.8","0.002","<0.5"
"Mirs Bay","MM14","2013-09-11","1","Bottom Water","0.2","0.012","0.5","94","6.1","<1","<1","0.003","<0.002","0.006","8.3","<0.2","32.4","6","0.1","<0.5","28.5","0.02","0.12","0.13","<0.02","0.7","0.001","<0.5"
"Mirs Bay","MM14","2013-10-23","1","Surface Water","<0.1","0.014","2.9","98","6.6","<1","1","0.023","0.011","0.008","8.1","0.6","32","4","0.76","0.8","26.3","0.05","0.12","0.15","0.02","2.6","<0.001","<0.5"
"Mirs Bay","MM14","2013-10-23","1","Middle Water","<0.1","0.011","3","95","6.4","<1","<1","0.026","0.01","0.008","8.1","1","32.1","4","0.79","0.8","26","0.05","0.14","0.18","0.02","2.6","<0.001","<0.5"
"Mirs Bay","MM14","2013-10-23","1","Bottom Water","0.2","0.005","2.4","89","6","<1","<1","0.1","0.011","0.018","8","3.2","32.4","4","1.4","35","25.9","0.12","0.24","0.35","0.05","27.7","<0.001","3.5"
"Mirs Bay","MM14","2013-11-07","1","Surface Water","0.3","0.013","2","88","6.1","<1","<1","0.072","0.017","0.015","8.1","0.7","32.5","3","1","2.7","24.5","0.1","0.16","0.25","0.02","31.6","<0.001","0.8"
"Mirs Bay","MM14","2013-11-07","1","Middle Water","0.3","0.011","1.6","96","6.7","<1","<1","0.07","0.017","0.015","8.1","0.5","32.4","3","0.96","3.3","24.5","0.1","0.12","0.21","0.02","2.5","<0.001","1.1"
"Mirs Bay","MM14","2013-11-07","1","Bottom Water","0.5","0.009","1.1","93","6.4","<1","<1","0.1","0.015","0.016","8.1","<0.2","32.7","3","1.4","9.5","24.2","0.12","0.14","0.26","0.03","6.5","<0.001","1.4"
"Mirs Bay","MM14","2013-12-04","1","Surface Water","<0.1","0.005","1.4","80","5.8","<1","<1","0.008","0.003","0.009","8.2","<0.2","33.7","3","0.22","2.1","22","0.02","0.08","0.09","<0.02","3.2","<0.001","<0.5"
"Mirs Bay","MM14","2013-12-04","1","Middle Water","<0.1","0.009","1.8","97","7","<1","<1","0.008","0.002","0.009","8.2","<0.2","33.7","3","0.24","2.9","22","0.02","0.1","0.11","<0.02","2.2","<0.001","0.6"
"Mirs Bay","MM14","2013-12-04","1","Bottom Water","<0.1","0.009","1.3","97","7","<1","<1","0.008","0.003","0.009","8.2","<0.2","33.7","3","0.29","2.6","22","0.02","0.06","0.07","0.03","2.2","<0.001","0.6"
"Mirs Bay","MM15","2013-01-16","1","Surface Water","0.6","0.029","0.4","99","7.9","<1","<1","0.13","<0.002","0.008","7.9","<0.2","32.1","3.7","1.2","1.5","16.8","0.16","0.15","0.28","0.03","8","<0.001","<0.5"
"Mirs Bay","MM15","2013-01-16","1","Middle Water","0.4","0.025","0.3","97","7.8","<1","<1","0.14","0.012","0.01","7.9","<0.2","32.1","3.7","1.2","1.8","16.7","0.18","0.1","0.25","0.03","7.4","<0.001","<0.5"
"Mirs Bay","MM15","2013-01-16","1","Bottom Water","0.4","0.032","0.4","95","7.6","<1","<1","0.11","0.01","0.01","7.9","0.2","32.8","3.7","1.2","4.4","17","0.15","0.18","0.3","0.03","12","<0.001","0.7"
"Mirs Bay","MM15","2013-02-22","1","Surface Water","1","0.025","1.4","100","7.9","<1","<1","0.095","0.014","0.01","7.9","<0.2","32","2","0.68","2.4","18","0.13","0.17","0.28","0.02","2.6","<0.001","0.8"
"Mirs Bay","MM15","2013-02-22","1","Middle Water","0.8","0.027","0.9","101","7.9","<1","<1","0.096","0.014","0.011","7.9","<0.2","32","2","0.7","2.2","17.9","0.14","0.13","0.24","0.03","2.3","<0.001","0.6"
"Mirs Bay","MM15","2013-02-22","1","Bottom Water","0.5","0.022","1.7","99","7.8","<1","<1","0.084","0.021","0.011","7.9","<0.2","32.2","2","0.64","3.5","17.6","0.13","0.13","0.24","0.03","5.3","<0.001","0.7"
"Mirs Bay","MM15","2013-03-08","1","Surface Water","0.9","0.028","2.1","112","8.6","<1","<1","0.022","0.004","0.006","7.8","<0.2","32.1","3.5","0.48","0.7","18.9","0.05","0.18","0.21","0.03","0.8","<0.001","0.6"
"Mirs Bay","MM15","2013-03-08","1","Middle Water","0.9","0.028","1.4","107","8.4","<1","<1","0.041","0.009","0.006","7.8","0.4","32.2","3.5","0.45","1","17.8","0.08","0.22","0.27","0.03","0.5","<0.001","0.8"
"Mirs Bay","MM15","2013-03-08","1","Bottom Water","0.1","0.029","1.4","95","7.3","<1","<1","0.058","0.014","0.007","7.8","<0.2","33.5","3.5","0.48","0.8","18.9","0.1","0.18","0.25","0.03","2.5","<0.001","0.6"
"Mirs Bay","MM15","2013-04-15","1","Surface Water","0.3","0.05","1","107","7.9","<1","<1","0.13","0.007","0.006","8.1","0.3","32.6","3.5","0.83","0.6","20.8","0.19","0.22","0.36","0.03","0.6","0.002","0.5"
"Mirs Bay","MM15","2013-04-15","1","Middle Water","<0.1","0.044","1","93","6.9","<1","1","0.012","0.005","0.008","8","<0.2","33.5","3.5","0.26","1.2","20.2","0.06","0.21","0.23","0.03","1.2","0.001","1"
"Mirs Bay","MM15","2013-04-15","1","Bottom Water","<0.1","0.027","0.6","90","6.6","<1","<1","0.011","0.003","0.009","8","<0.2","34","3.5","0.24","4","21.2","0.04","0.08","0.09","0.03","3.7","<0.001","0.7"
"Mirs Bay","MM15","2013-05-09","1","Surface Water","<0.1","<0.005","1","98","7","<1","<1","<0.002","<0.002","0.008","8.1","0.3","33.5","3","0.21","1","22.3","<0.01","0.13","0.13","0.03","0.8","<0.001","0.5"
"Mirs Bay","MM15","2013-05-09","1","Middle Water","0.4","<0.005","0.9","97","7","<1","<1","<0.002","0.002","0.008","8.1","0.5","33.5","3","0.17","0.9","21.8","<0.01","0.15","0.15","0.03","0.7","<0.001","0.5"
"Mirs Bay","MM15","2013-05-09","1","Bottom Water","0.4","0.01","0.9","92","6.6","<1","<1","0.007","<0.002","0.007","8.1","0.5","33.7","3","0.25","5.4","21.8","0.02","0.14","0.15","0.03","1.7","<0.001","0.9"
"Mirs Bay","MM15","2013-06-19","1","Surface Water","0.5","<0.005","1.1","104","6.8","<1","<1","0.007","<0.002","0.005","8.2","<0.2","30.5","5","0.17","0.8","29","0.01","0.1","0.11","0.02","0.6","<0.001","0.5"
"Mirs Bay","MM15","2013-06-19","1","Middle Water","0.2","0.026","1.1","85","5.8","<1","<1","0.024","0.007","0.005","8.2","<0.2","31.1","5","0.34","0.5","26","0.06","0.13","0.16","0.02","0.3","0.002","<0.5"
"Mirs Bay","MM15","2013-06-19","1","Bottom Water","0.3","0.039","0.4","56","3.9","<1","<1","0.043","0.025","0.01","8","0.3","32.4","5","1.4","4.8","24.7","0.11","0.11","0.18","0.03","2.9","0.002","1.6"
"Mirs Bay","MM15","2013-07-24","1","Surface Water","0.3","0.01","1.5","99","6.5","<1","<1","0.003","<0.002","0.005","8.4","<0.2","31.6","5","0.27","0.7","28.1","0.02","0.05","0.06","0.04","0.8","0.001","0.7"
"Mirs Bay","MM15","2013-07-24","1","Middle Water","0.3","0.01","0.4","97","6.4","<1","<1","0.005","<0.002","0.005","8.4","0.3","31.7","5","0.33","<0.5","28.2","0.02","0.06","0.07","0.04","0.4","0.001","<0.5"
"Mirs Bay","MM15","2013-07-24","1","Bottom Water","0.2","0.014","0.6","46","3.2","<1","2","0.084","0.018","0.018","8.1","0.6","34.1","5","1.2","2.5","22.6","0.12","0.06","0.16","0.05","3.6","<0.001","0.7"
"Mirs Bay","MM15","2013-08-21","1","Surface Water","0.5","0.008","0.6","97","6.4","<1","<1","0.004","<0.002","0.005","8.3","<0.2","30.4","6","0.47","<0.5","28.7","0.01","0.12","0.13","0.02","8.6","<0.001","<0.5"
"Mirs Bay","MM15","2013-08-21","1","Middle Water","0.5","0.011","0.8","79","5.2","<1","<1","0.005","0.002","0.006","8.2","0.7","32.5","6","0.46","<0.5","27","0.02","0.08","0.09","0.02","6.3","<0.001","<0.5"
"Mirs Bay","MM15","2013-08-21","1","Bottom Water","0.2","<0.005","1","55","3.9","<1","1","0.055","0.018","0.015","8","0.3","34.3","6","1.2","8.1","22.4","0.08","<0.05","0.12","0.03","15.4","<0.001","1.5"
"Mirs Bay","MM15","2013-09-11","1","Surface Water","0.2","0.018","0.3","94","6.2","23","490","0.013","<0.002","0.004","8.3","<0.2","30.9","9","0.08","<0.5","27.9","0.03","0.12","0.14","<0.02","0.7","0.002","<0.5"
"Mirs Bay","MM15","2013-09-11","1","Middle Water","0.3","0.016","0.4","95","6.3","<1","3","0.01","<0.002","0.004","8.3","<0.2","30.9","9","0.08","<0.5","27.8","0.03","0.16","0.17","<0.02","0.6","0.002","<0.5"
"Mirs Bay","MM15","2013-09-11","1","Bottom Water","<0.1","0.034","1","84","5.6","<1","3","0.016","0.002","0.005","8.3","<0.2","31.1","9","0.17","<0.5","27.2","0.05","0.21","0.23","<0.02","0.8","0.003","<0.5"
"Mirs Bay","MM15","2013-10-23","1","Surface Water","<0.1","0.012","0.6","95","6.4","<1","<1","0.005","0.004","0.007","8.1","<0.2","31.9","10.8","0.6","<0.5","26.5","0.02","0.14","0.15","0.02","2","<0.001","<0.5"
"Mirs Bay","MM15","2013-10-23","1","Middle Water","<0.1","0.013","0.5","99","6.6","<1","<1","0.006","0.004","0.007","8.1","<0.2","31.9","10.8","0.59","<0.5","26.4","0.02","0.12","0.13","0.02","1.8","<0.001","<0.5"
