"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM19","2022-04-25","1","Bottom Water","<0.1","0.032","0.5","86","6.2","<1","<1","<0.002","<0.002","<0.002","8.3","<0.2","33.9","3.9","0.46","4","22.4","0.04","0.21","0.21","0.02","7.7","0.002","0.5"
"Mirs Bay","MM19","2022-05-26","1","Surface Water","0.3","0.007","1.7","82","5.6","<1","2","0.022","<0.002","<0.002","8.2","<0.2","32.7","5.5","0.31","3.3","25.4","0.03","0.51","0.53","0.03","5.9","<0.001","1"
"Mirs Bay","MM19","2022-05-26","1","Middle Water","0.3","0.006","0.9","92","6.3","<1","<1","0.024","<0.002","<0.002","8.2","<0.2","32.7","5.5","0.32","4","24.9","0.03","0.21","0.24","0.04","5.8","<0.001","1.1"
"Mirs Bay","MM19","2022-05-26","1","Bottom Water","0.2","0.022","1","89","6.1","<1","<1","0.025","<0.002","0.008","8.2","<0.2","32.9","5.5","0.34","5.1","24.6","0.05","0.5","0.53","0.02","7.1","0.001","1.3"
"Mirs Bay","MM19","2022-06-22","1","Surface Water","2.1","0.007","8.7","133","8.9","<1","<1","0.076","0.004","<0.002","8.3","4","32.5","2.4","0.05","2.6","26.3","0.09","0.32","0.4","0.02","7.8","<0.001","1.5"
"Mirs Bay","MM19","2022-06-22","1","Middle Water","<0.1","<0.005","1","66","4.6","<1","1","0.083","0.008","0.004","8","0.8","34.1","2.4","0.46","2","24","0.1","0.22","0.31","0.03","6.5","<0.001","0.9"
"Mirs Bay","MM19","2022-06-22","1","Bottom Water","<0.1","<0.005","0.7","65","4.6","<1","<1","0.085","0.006","0.004","8","0.5","34.2","2.4","0.59","3.5","23.5","0.1","0.2","0.29","0.04","8.3","<0.001","0.9"
"Mirs Bay","MM19","2022-07-22","1","Surface Water","5","0.025","27","101","6.7","<1","<1","0.016","<0.002","<0.002","8.5","2.3","28.3","1.4","0.09","3","28.4","0.04","0.28","0.3","0.04","12.2","0.004","1.5"
"Mirs Bay","MM19","2022-07-22","1","Middle Water","0.7","0.016","4","52","3.7","2","2","0.1","<0.002","0.01","7.9","1.1","34.2","1.4","0.7","13","23","0.12","0.07","0.17","0.03","7.7","<0.001","2.9"
"Mirs Bay","MM19","2022-07-22","1","Bottom Water","<0.1","0.008","0.6","46","3.2","<1","<1","0.13","0.004","0.015","7.8","0.3","34.3","1.4","1","6.6","22.5","0.14","0.15","0.28","0.04","8.8","<0.001","1.3"
"Mirs Bay","MM19","2022-08-18","1","Surface Water","0.9","0.016","1.1","85","5.4","<1","86","0.015","<0.002","<0.002","7.7","<0.2","29.6","5.3","0.58","2.5","30.8","0.03","0.1","0.12","0.03","0.1","<0.001","0.8"
"Mirs Bay","MM19","2022-08-18","1","Middle Water","0.8","0.011","4.4","88","5.8","<1","<1","0.023","0.003","<0.002","7.6","0.2","31.6","5.3","0.33","2.1","27.3","0.04","0.12","0.15","0.03","0.4","<0.001","1"
"Mirs Bay","MM19","2022-08-18","1","Bottom Water","0.6","0.014","1.5","34","2.4","<1","<1","0.16","0.007","0.019","7.3","<0.2","34.3","5.3","1.5","4.2","22.2","0.18","0.13","0.3","0.05","2.7","<0.001","1.8"
"Mirs Bay","MM19","2022-09-23","1","Surface Water","0.4","0.012","0.8","91","5.8","<1","<1","0.023","<0.002","<0.002","8.2","<0.2","32.4","3.7","0.21","0.8","29.6","0.04","0.35","0.38","0.05","4.1","0.001","0.6"
"Mirs Bay","MM19","2022-09-23","1","Middle Water","0.1","0.006","0.5","95","6.1","<1","<1","0.02","<0.002","<0.002","8.2","0.3","33.1","3.7","0.28","0.5","28.8","0.03","0.49","0.51","0.08","4.1","<0.001","0.5"
"Mirs Bay","MM19","2022-09-23","1","Bottom Water","<0.1","<0.005","0.7","78","5.1","<1","7","0.02","<0.002","<0.002","8.1","<0.2","33.3","3.7","0.5","5.4","28.1","0.03","0.28","0.3","0.1","4.1","<0.001","0.8"
"Mirs Bay","MM19","2022-10-21","1","Surface Water","0.6","0.009","1.3","86","5.8","<1","<1","0.045","0.025","0.014","8.2","0.2","33.6","1.8","1.1","9.2","26","0.08","0.71","0.78","0.07","4.1","<0.001","1.5"
"Mirs Bay","MM19","2022-10-21","1","Middle Water","0.5","0.017","0.6","87","5.9","<1","<1","0.028","0.024","0.013","8.2","0.3","33.6","1.8","1.1","12","25.7","0.07","0.3","0.35","0.06","4.2","0.001","2.5"
"Mirs Bay","MM19","2022-10-21","1","Bottom Water","<0.1","<0.005","0.4","89","6","<1","<1","0.027","0.024","0.013","8.2","0.6","33.7","1.8","1.2","15","25.7","0.06","0.37","0.42","0.06","4.3","<0.001","2.8"
"Mirs Bay","MM19","2022-11-28","1","Surface Water","0.3","0.051","0.5","85","5.9","<1","<1","0.015","<0.002","<0.002","7.4","<0.2","32.6","2.8","0.41","1.6","24.3","0.07","0.43","0.45","0.07","6.5","<0.001","0.8"
"Mirs Bay","MM19","2022-11-28","1","Middle Water","0.3","0.037","0.8","93","6.5","<1","1","0.01","<0.002","<0.002","7.4","<0.2","32.8","2.8","0.34","2.1","23.4","0.05","0.79","0.8","0.09","19.9","<0.001","0.7"
"Mirs Bay","MM19","2022-11-28","1","Bottom Water","0.2","0.049","1.1","93","6.5","<1","1","0.017","0.002","<0.002","7.4","<0.2","32.9","2.8","0.35","3.1","23.3","0.07","0.48","0.5","0.08","33.2","<0.001","1.1"
"Mirs Bay","MM19","2022-12-16","1","Surface Water","<0.1","0.016","0.4","82","6.1","<1","<1","0.038","0.035","0.008","7.5","<0.2","33.1","2.6","0.71","6.1","20.3","0.09","0.43","0.5","0.05","4.3","<0.001","0.8"
"Mirs Bay","MM19","2022-12-16","1","Middle Water","<0.1","0.027","0.2","88","6.6","<1","<1","0.018","0.038","0.009","7.5","<0.2","33.1","2.6","0.7","8.8","20.4","0.08","0.48","0.54","0.06","4.4","<0.001","1.3"
"Mirs Bay","MM19","2022-12-16","1","Bottom Water","<0.1","0.02","0.3","89","6.6","<1","<1","0.038","0.034","0.007","7.5","<0.2","33.1","2.6","0.73","14","20.3","0.09","0.53","0.6","0.06","6.1","<0.001","1.6"
"Mirs Bay","MM2","2022-01-17","1","Surface Water","2.1","0.015","14","89","6.7","<1","1","<0.002","0.003","0.007","7.6","0.6","33.8","2.1","0.71","1.8","19.2","0.02","0.57","0.58","0.03","9.8","<0.001","1"
"Mirs Bay","MM2","2022-01-17","1","Middle Water","0.7","0.02","4.8","85","6.4","<1","1","0.006","0.003","0.006","7.6","0.2","33.7","2.1","0.72","2","19.2","0.03","0.36","0.37","<0.02","10.2","<0.001","0.6"
"Mirs Bay","MM2","2022-01-17","1","Bottom Water","0.9","0.024","4.9","92","7","<1","<1","0.002","0.003","0.006","7.6","0.6","33.9","2.1","0.74","3.2","19.2","0.03","0.32","0.33","<0.02","11.2","<0.001","0.7"
"Mirs Bay","MM2","2022-02-14","1","Surface Water","1.4","0.02","8.2","83","6.4","<1","<1","<0.002","<0.002","<0.002","7.6","0.6","33.3","2.8","0.51","5.9","18.6","0.02","0.52","0.52","0.03","5.6","<0.001","1.6"
"Mirs Bay","MM2","2022-02-14","1","Middle Water","1.3","0.023","6","93","7.2","<1","<1","<0.002","<0.002","0.01","7.6","0.9","33.4","2.8","0.51","3.6","18.2","0.03","0.35","0.35","0.02","5.4","<0.001","0.9"
"Mirs Bay","MM2","2022-02-14","1","Bottom Water","1","0.024","4.9","95","7.4","<1","<1","<0.002","<0.002","0.01","7.6","0.9","33.4","2.8","0.57","3.2","18.1","0.03","0.36","0.36","0.02","5.6","<0.001","0.9"
"Mirs Bay","MM2","2022-03-28","1","Surface Water","0.7","0.086","2.3","70","5.3","55","310","0.057","0.004","0.009","7.5","<0.2","30.8","3.4","0.77","8.4","20.3","0.15","0.38","0.44","0.05","9.4","<0.001","1.1"
"Mirs Bay","MM2","2022-03-28","1","Middle Water","0.4","0.091","2.2","77","5.8","22","220","0.048","0.003","<0.002","7.5","<0.2","31.5","3.4","0.76","4.1","20.9","0.14","0.6","0.65","0.05","5","0.001","3.7"
"Mirs Bay","MM2","2022-03-28","1","Bottom Water","0.2","0.086","1.7","78","5.9","17","160","0.036","0.003","<0.002","7.6","<0.2","31.7","3.4","0.72","1.8","20.4","0.13","0.5","0.54","0.02","4.9","0.001","0.7"
"Mirs Bay","MM2","2022-04-29","1","Surface Water","1","0.022","0.7","85","5.6","1","12","<0.002","<0.002","0.003","8.4","<0.2","32.2","3.7","0.21","3.6","27.5","0.03","0.07","0.07","<0.02","10","0.003","1.1"
"Mirs Bay","MM2","2022-04-29","1","Middle Water","0.9","0.04","1.4","86","5.9","<1","<1","<0.002","<0.002","0.005","8.4","0.3","32.4","3.7","0.42","5.9","25.1","0.04","0.09","0.09","0.02","5.9","0.004","1.3"
"Mirs Bay","MM2","2022-04-29","1","Bottom Water","0.7","0.067","1.3","71","5","<1","<1","<0.002","<0.002","0.003","8.3","0.4","32.6","3.7","0.89","1.2","23.1","0.07","0.1","0.1","0.02","7","0.005","<0.5"
"Mirs Bay","MM2","2022-05-12","1","Surface Water","0.8","0.079","1.7","87","6.2","180","370","0.087","<0.002","<0.002","8.1","1.3","27.7","2.4","0.27","1.6","24.7","0.17","0.19","0.28","0.03","7","0.004","0.8"
"Mirs Bay","MM2","2022-05-12","1","Middle Water","0.5","0.055","1.8","82","5.6","1200","1200","0.06","<0.002","<0.002","8.1","1.3","32.2","2.4","0.14","1.2","25","0.12","0.25","0.31","0.03","5.9","0.003","0.6"
"Mirs Bay","MM2","2022-05-12","1","Bottom Water","0.4","0.048","2.7","90","6.2","39","73","0.051","0.003","<0.002","8.1","0.8","32.6","2.4","0.18","2.3","24.8","0.1","0.52","0.57","0.03","6","0.002","0.9"
"Mirs Bay","MM2","2022-06-24","1","Surface Water","0.2","0.018","0.8","99","6.4","<1","<1","0.035","<0.002","<0.002","8.2","0.5","30.4","2.5","0.86","1.6","29.8","0.06","0.1","0.14","0.02","12","0.002","0.6"
"Mirs Bay","MM2","2022-06-24","1","Middle Water","0.2","<0.005","3.4","121","8.1","<1","<1","0.037","<0.002","<0.002","8.2","<0.2","32.2","2.5","0.73","3","26.9","0.04","0.33","0.37","<0.02","6.1","<0.001","1"
"Mirs Bay","MM2","2022-06-24","1","Bottom Water","<0.1","0.02","2.6","54","3.7","<1","<1","0.053","0.012","0.006","8","1.1","33.6","2.5","0.89","3.7","25.2","0.09","0.28","0.35","0.03","6.8","<0.001","0.9"
"Mirs Bay","MM2","2022-07-06","1","Surface Water","0.7","0.038","2.5","82","5.7","680","1500","0.2","0.009","<0.002","8.1","1.4","22.4","1.5","0.56","4.1","28.1","0.25","0.09","0.3","<0.02","9.8","0.003","1.3"
"Mirs Bay","MM2","2022-07-06","1","Middle Water","0.4","0.063","0.9","73","5","90","290","0.17","0.013","<0.002","8","0.3","26.6","1.5","0.8","3.4","27.9","0.25","0.08","0.26","<0.02","7","0.003","1.3"
"Mirs Bay","MM2","2022-07-06","1","Bottom Water","0.2","0.052","0.7","49","3.3","92","160","0.13","0.016","<0.002","7.8","0.4","30.8","1.5","0.96","5.2","27","0.2","0.07","0.22","0.02","8.4","0.002","1.2"
"Mirs Bay","MM2","2022-08-22","1","Surface Water","0.7","0.009","1.1","93","5.9","<1","<1","0.008","<0.002","<0.002","7.6","<0.2","28.1","2.1","1.1","2.7","31.5","0.02","0.14","0.15","0.03","11.9","<0.001","1.3"
"Mirs Bay","MM2","2022-08-22","1","Middle Water","0.7","0.014","3","96","6.2","1","1","0.032","0.023","<0.002","7.6","0.7","29.3","2.1","1.2","2","29.8","0.07","0.13","0.19","0.03","6.3","<0.001","0.9"
"Mirs Bay","MM2","2022-08-22","1","Bottom Water","0.5","0.026","3.6","62","4.1","<1","2","0.049","0.037","0.01","7.4","1.5","30.7","2.1","1.2","3","28.2","0.11","0.15","0.24","0.04","16.4","<0.001","1.2"
"Mirs Bay","MM2","2022-09-16","1","Surface Water","0.6","0.008","1","87","5.6","<1","<1","0.019","<0.002","<0.002","7.5","0.3","31.8","3.6","0.2","2.3","29.7","0.03","0.25","0.27","0.06","2.9","<0.001","0.9"
"Mirs Bay","MM2","2022-09-16","1","Middle Water","0.7","0.007","3.1","97","6.3","<1","1","0.019","<0.002","<0.002","7.4","1.2","32","3.6","0.24","1.1","28.8","0.03","0.24","0.26","0.06","11.4","<0.001","0.6"
"Mirs Bay","MM2","2022-09-16","1","Bottom Water","0.6","0.012","4.2","70","4.6","<1","<1","0.018","<0.002","0.01","7.4","0.5","32.3","3.6","0.46","1.6","28.1","0.03","0.27","0.29","0.07","11.6","<0.001","0.5"
"Mirs Bay","MM2","2022-10-14","1","Surface Water","0.3","0.01","1.3","82","5.4","<1","<1","0.033","<0.002","<0.002","8.1","0.5","32.3","2.1","0.73","1.5","27.5","0.05","0.38","0.42","0.04","4.4","<0.001","0.6"
"Mirs Bay","MM2","2022-10-14","1","Middle Water","0.2","0.012","2.1","88","5.8","<1","<1","0.028","0.002","<0.002","8.1","0.5","32.4","2.1","0.72","1.3","27.6","0.04","0.51","0.54","0.04","4.8","<0.001","<0.5"
"Mirs Bay","MM2","2022-10-14","1","Bottom Water","0.2","0.012","1.5","87","5.7","<1","<1","0.037","0.007","0.008","8.1","0.7","32.5","2.1","0.77","1.4","27.6","0.06","0.32","0.36","0.05","4.8","<0.001","0.5"
"Mirs Bay","MM2","2022-11-14","1","Surface Water","0.7","0.011","3.7","93","6.4","<1","<1","0.003","0.002","<0.002","7.4","1","33","3.1","0.69","1.3","24.7","0.02","0.47","0.48","0.05","7.2","<0.001","0.9"
"Mirs Bay","MM2","2022-11-14","1","Middle Water","0.7","0.012","4.3","115","8","<1","<1","0.005","0.003","<0.002","7.4","1.3","33","3.1","0.8","2.2","24.4","0.02","0.33","0.34","0.05","16.7","<0.001","1.1"
"Mirs Bay","MM2","2022-11-14","1","Bottom Water","0.4","0.021","3.4","93","6.5","<1","1","0.031","0.014","0.012","7.3","1.5","33.1","3.1","1.2","3.1","24","0.07","0.48","0.53","0.08","23","<0.001","1.3"
"Mirs Bay","MM2","2022-12-15","1","Surface Water","1.5","0.039","4","94","7.1","2","3","0.045","0.01","<0.002","7.5","0.6","32.8","3","0.58","3.3","20","0.09","0.61","0.67","0.05","1.6","<0.001","1"
"Mirs Bay","MM2","2022-12-15","1","Middle Water","1.5","0.029","3.8","93","7","2","4","0.035","0.01","<0.002","7.5","0.9","32.9","3","0.57","3.4","20","0.07","0.54","0.59","0.04","1.8","<0.001","1"
"Mirs Bay","MM2","2022-12-15","1","Bottom Water","2.1","0.03","3.3","90","6.8","5","9","0.034","0.009","<0.002","7.5","1.4","32.9","3","0.57","2.5","19.9","0.07","0.55","0.59","0.05","5.3","<0.001","0.8"
"Mirs Bay","MM3","2022-01-17","1","Surface Water","1.1","0.013","6.4","88","6.7","<1","<1","<0.002","<0.002","0.006","7.6","<0.2","33.7","2.9","0.52","4.6","18.8","0.02","0.24","0.24","0.02","9.2","<0.001","1"
"Mirs Bay","MM3","2022-01-17","1","Middle Water","1","0.013","6.1","102","7.8","<1","<1","<0.002","<0.002","0.005","7.7","<0.2","33.8","2.9","0.53","4.5","18.8","0.02","0.66","0.66","0.02","10.5","<0.001","0.9"
"Mirs Bay","MM3","2022-01-17","1","Bottom Water","1.2","0.016","4.9","102","7.8","<1","<1","<0.002","<0.002","0.007","7.7","0.4","33.8","2.9","0.52","3.6","18.8","0.02","0.53","0.53","0.02","10.7","<0.001","0.5"
"Mirs Bay","MM3","2022-02-14","1","Surface Water","0.9","0.019","5.6","85","6.6","<1","<1","<0.002","<0.002","<0.002","7.6","0.5","33.3","2.9","0.52","1.9","18","0.02","0.63","0.63","0.02","5.1","<0.001","0.6"
"Mirs Bay","MM3","2022-02-14","1","Middle Water","0.8","0.024","5.7","98","7.7","<1","<1","<0.002","<0.002","<0.002","7.6","0.8","33.4","2.9","0.53","3.3","17.6","0.03","0.37","0.37","0.03","5.4","<0.001","0.7"
"Mirs Bay","MM3","2022-02-14","1","Bottom Water","0.8","0.029","5.3","98","7.6","<1","<1","<0.002","<0.002","<0.002","7.6","0.3","33.4","2.9","0.52","9.3","17.6","0.03","0.24","0.24","0.02","5.2","<0.001","1.6"
"Mirs Bay","MM3","2022-04-29","1","Surface Water","0.8","0.035","1","81","5.5","2","17","<0.002","<0.002","0.003","8.4","<0.2","32.3","3.7","0.18","7","26.4","0.04","0.06","0.06","<0.02","9.5","0.004","<0.5"
"Mirs Bay","MM3","2022-04-29","1","Middle Water","0.8","0.058","1.4","83","5.8","<1","1","<0.002","<0.002","0.004","8.4","0.5","32.5","3.7","0.46","5.8","23.7","0.06","0.09","0.09","<0.02","6.7","0.005","1.6"
"Mirs Bay","MM3","2022-04-29","1","Bottom Water","0.6","0.064","0.9","68","4.9","<1","<1","<0.002","0.008","0.007","8.3","1","33.3","3.7","1.1","1.4","22.1","0.07","0.11","0.12","0.02","6.9","0.005","0.6"
"Mirs Bay","MM3","2022-05-12","1","Surface Water","0.6","0.03","1.2","88","6.2","7","15","0.048","<0.002","<0.002","8.1","1.1","29.5","3.1","<0.05","0.7","24.7","0.08","0.1","0.15","0.02","6","0.002","0.6"
"Mirs Bay","MM3","2022-05-12","1","Middle Water","0.5","0.029","1.1","92","6.4","2","3","0.041","<0.002","<0.002","8.1","0.8","32.4","3.1","0.06","1.6","24.9","0.07","0.2","0.24","0.02","5.9","0.002","0.7"
"Mirs Bay","MM3","2022-05-12","1","Bottom Water","0.5","0.088","1.3","73","5.1","1","2","0.041","0.008","0.004","8","1.3","32.8","3.1","0.59","3.4","24.1","0.14","0.17","0.22","0.03","7.6","0.003","0.8"
"Mirs Bay","MM3","2022-06-24","1","Surface Water","<0.1","0.008","1.1","90","5.8","<1","<1","0.037","<0.002","<0.002","8.2","<0.2","29.7","4.6","1","1.2","29.8","0.05","0.12","0.16","<0.02","5.9","<0.001","0.5"
"Mirs Bay","MM3","2022-06-24","1","Middle Water","<0.1","0.02","3","78","5.3","<1","<1","0.035","<0.002","0.004","8","0.4","33.6","4.6","0.76","2.3","25.4","0.06","0.16","0.2","0.02","6.8","<0.001","0.7"
"Mirs Bay","MM3","2022-06-24","1","Bottom Water","<0.1","0.023","5.9","51","3.5","<1","<1","0.055","0.014","0.008","7.9","2.1","34.1","4.6","0.66","9.7","24.5","0.09","0.26","0.33","0.02","9.4","<0.001","1.8"
"Mirs Bay","MM3","2022-07-06","1","Surface Water","0.6","0.081","0.7","87","5.9","390","880","0.2","0.01","<0.002","8","0.8","25.8","1.9","0.59","3.4","27.9","0.29","0.12","0.33","0.02","11.7","0.005","1.3"
"Mirs Bay","MM3","2022-07-06","1","Middle Water","0.2","0.053","0.7","64","4.2","67","120","0.11","0.014","0.004","7.9","0.6","30.5","1.9","0.66","7","27.3","0.18","0.09","0.21","0.02","11.6","0.002","1.9"
"Mirs Bay","MM3","2022-07-06","1","Bottom Water","<0.1","0.043","0.4","62","4.1","37","66","0.081","0.013","0.003","7.8","1.2","32.1","1.9","0.66","9.8","27.1","0.14","0.15","0.24","0.03","14.6","0.002","2.3"
"Mirs Bay","MM3","2022-08-22","1","Surface Water","0.9","0.018","1.4","85","5.5","<1","2","0.012","<0.002","<0.002","7.6","1.1","29.3","3.6","0.99","3.3","30","0.03","0.08","0.09","0.03","7.7","<0.001","0.7"
"Mirs Bay","MM3","2022-08-22","1","Middle Water","0.8","0.012","2.5","97","6.3","1","5","0.01","<0.002","<0.002","7.5","1","30.2","3.6","0.68","2.2","29","0.02","0.11","0.12","0.03","6.7","<0.001","0.8"
"Mirs Bay","MM3","2022-08-22","1","Bottom Water","0.8","0.021","3.2","11","0.8","<1","1","0.11","0.034","0.02","7.1","2","33.6","3.6","1.7","7.8","24.2","0.17","0.3","0.44","0.06","125.4","<0.001","1.6"
"Mirs Bay","MM3","2022-09-16","1","Surface Water","0.6","0.007","0.9","85","5.4","<1","<1","0.018","<0.002","<0.002","7.5","1.1","31.9","3.6","0.17","0.8","29.9","0.03","0.38","0.4","0.06","7.9","<0.001","<0.5"
"Mirs Bay","MM3","2022-09-16","1","Middle Water","0.8","0.014","2.4","84","5.4","<1","<1","0.017","<0.002","<0.002","7.4","0.9","32.2","3.6","0.19","1.4","28.5","0.03","0.34","0.36","0.06","14.2","<0.001","0.6"
"Mirs Bay","MM3","2022-09-16","1","Bottom Water","0.4","0.018","1.9","54","3.6","<1","<1","0.016","0.003","<0.002","7.3","0.6","32.7","3.6","0.68","2.2","27.5","0.04","0.25","0.27","0.08","14.7","<0.001","0.5"
"Mirs Bay","MM3","2022-10-14","1","Surface Water","0.3","0.019","2.8","84","5.5","<1","1","0.031","<0.002","<0.002","8.1","1.1","32.5","1.5","0.85","2.3","27.5","0.05","0.36","0.39","0.04","6.3","0.001","0.7"
"Mirs Bay","MM3","2022-10-14","1","Middle Water","0.5","0.019","2.7","88","5.8","<1","<1","0.027","0.003","0.008","8.1","1.2","32.6","1.5","0.89","2","27.4","0.05","0.78","0.81","0.04","6.4","0.001","<0.5"
"Mirs Bay","MM3","2022-10-14","1","Bottom Water","0.3","0.012","1.1","85","5.6","<1","<1","0.03","0.007","0.008","8.1","1.5","32.9","1.5","1","2.3","27.3","0.05","0.54","0.58","0.04","7.7","<0.001","0.6"
"Mirs Bay","MM3","2022-11-14","1","Surface Water","1","0.009","2.2","77","5.3","<1","5","<0.002","<0.002","<0.002","7.4","0.3","33","3.5","0.52","1.7","24.7","0.01","0.41","0.41","0.05","11.9","<0.001","1.5"
"Mirs Bay","MM3","2022-11-14","1","Middle Water","0.5","0.01","3.6","114","7.9","1","2","<0.002","<0.002","<0.002","7.4","1","33.1","3.5","0.55","2","24.4","0.01","0.27","0.27","0.05","14.7","<0.001","1.4"
"Mirs Bay","MM3","2022-11-14","1","Bottom Water","0.4","0.014","3.5","98","6.8","<1","<1","0.01","0.003","<0.002","7.3","1.2","33.1","3.5","0.72","1.9","24","0.03","0.39","0.4","0.07","26.3","<0.001","0.9"
"Mirs Bay","MM3","2022-12-15","1","Surface Water","0.6","0.029","1.3","88","6.7","<1","2","0.047","0.014","<0.002","7.5","0.3","33","2","0.57","2.2","19.6","0.09","0.51","0.57","0.05","1.3","<0.001","0.7"
"Mirs Bay","MM3","2022-12-15","1","Middle Water","2.1","0.031","2.4","91","6.9","<1","1","0.031","0.013","<0.002","7.5","0.6","33","2","0.57","4.2","19.6","0.08","0.45","0.49","0.04","1.5","<0.001","1.4"
"Mirs Bay","MM3","2022-12-15","1","Bottom Water","0.9","0.035","2","89","6.7","<1","<1","0.032","0.017","<0.002","7.5","0.9","33","2","0.63","13","19.5","0.08","0.69","0.74","0.04","4.5","<0.001","2.4"
"Mirs Bay","MM4","2022-01-17","1","Surface Water","0.8","0.013","4.2","90","6.9","<1","<1","<0.002","<0.002","0.007","7.5","<0.2","33.6","2.4","0.66","3.6","18.7","0.02","0.55","0.55","0.02","10.1","<0.001","0.6"
"Mirs Bay","MM4","2022-01-17","1","Middle Water","0.5","0.019","2.5","94","7.2","<1","<1","<0.002","0.002","0.007","7.6","<0.2","33.6","2.4","0.68","4.8","18.7","0.02","0.53","0.53","0.02","11.1","<0.001","0.8"
"Mirs Bay","MM4","2022-01-17","1","Bottom Water","0.1","0.019","2","98","7.5","<1","1","<0.002","0.003","0.008","7.6","0.3","33.7","2.4","0.69","5.1","18.7","0.02","0.63","0.64","0.02","11.7","<0.001","0.8"
"Mirs Bay","MM4","2022-02-14","1","Surface Water","1.1","0.021","7.7","85","6.7","<1","<1","<0.002","<0.002","<0.002","7.5","0.9","33.3","3.4","0.5","2.1","17.6","0.03","0.27","0.27","0.02","6.6","<0.001","0.7"
"Mirs Bay","MM4","2022-02-14","1","Middle Water","1.1","0.022","7.4","104","8.1","<1","<1","<0.002","<0.002","0.012","7.6","1","33.3","3.4","0.47","5","17.5","0.03","0.74","0.74","0.03","5.5","<0.001","1"
"Mirs Bay","MM4","2022-02-14","1","Bottom Water","0.8","0.022","7.8","102","8","<1","<1","<0.002","<0.002","<0.002","7.6","0.5","33.3","3.4","0.49","10","17.5","0.03","0.23","0.23","0.02","5.7","<0.001","2.6"
"Mirs Bay","MM4","2022-03-28","1","Surface Water","0.4","0.051","1","93","7","<1","<1","0.011","0.002","<0.002","7.6","<0.2","31.7","5.2","0.46","3.1","20","0.06","0.56","0.57","0.04","5.9","<0.001","1.2"
"Mirs Bay","MM4","2022-03-28","1","Middle Water","0.5","0.05","0.7","86","6.5","<1","<1","0.005","<0.002","<0.002","7.6","<0.2","31.7","5.2","0.47","3.4","20","0.06","0.63","0.64","0.05","4.7","<0.001","0.8"
"Mirs Bay","MM4","2022-03-28","1","Bottom Water","0.4","0.062","1.1","73","5.6","<1","<1","0.013","0.003","<0.002","7.6","<0.2","32.1","5.2","0.65","2.6","19.1","0.08","0.45","0.47","<0.02","8.1","<0.001","0.8"
"Mirs Bay","MM4","2022-04-29","1","Surface Water","1","0.02","0.3","87","5.8","<1","3","<0.002","<0.002","0.003","8.5","<0.2","32.2","3.7","0.11","3.2","26.7","0.02","0.1","0.1","<0.02","9.9","0.003","2.4"
"Mirs Bay","MM4","2022-04-29","1","Middle Water","1.2","0.018","0.7","95","6.8","<1","<1","<0.002","<0.002","0.003","8.5","0.4","32.6","3.7","0.15","5","22.7","0.02","<0.05","0.05","<0.02","6","0.002","1.2"
"Mirs Bay","MM4","2022-04-29","1","Bottom Water","0.4","0.033","0.7","76","5.4","<1","<1","<0.002","<0.002","0.006","8.4","1.5","33.7","3.7","0.85","2.4","22.4","0.04","0.31","0.31","0.03","9.6","0.003","1.1"
"Mirs Bay","MM4","2022-05-12","1","Surface Water","0.7","0.026","1.3","88","6.1","4","8","0.046","<0.002","<0.002","8.2","1.2","31.6","4","<0.05","1.1","24.7","0.07","0.11","0.16","0.02","5.9","0.002","0.6"
"Mirs Bay","MM4","2022-05-12","1","Middle Water","0.6","0.028","1.1","104","7.1","2","5","0.041","<0.002","<0.002","8.1","0.6","32.7","4","<0.05","1.6","24.8","0.07","0.2","0.24","<0.02","5.7","0.002","0.7"
"Mirs Bay","MM4","2022-05-12","1","Bottom Water","1.1","0.049","0.9","46","3.3","1","1","0.037","0.007","0.003","7.9","0.2","33.2","4","0.6","2","23.3","0.09","0.13","0.17","<0.02","7.7","0.001","0.8"
"Mirs Bay","MM4","2022-06-24","1","Surface Water","<0.1","0.013","2","89","5.8","<1","100","0.045","<0.002","<0.002","8.1","<0.2","31.2","4.5","0.8","2","28.5","0.06","0.11","0.16","<0.02","6.1","<0.001","0.9"
"Mirs Bay","MM4","2022-06-24","1","Middle Water","<0.1","0.009","2.2","86","5.8","<1","15","0.031","<0.002","<0.002","8.1","<0.2","33.9","4.5","0.39","2.8","25.3","0.04","0.08","0.11","0.02","6.8","<0.001","1"
"Mirs Bay","MM4","2022-06-24","1","Bottom Water","0.7","0.013","3.9","49","3.4","<1","7","0.036","<0.002","0.006","7.9","0.7","34.2","4.5","0.32","3.4","24.4","0.05","0.28","0.32","<0.02","8.6","<0.001","0.8"
